w_l,w_s,w_r,apple_x,apple_y,tail_x,tail_y,Q_k_l,k_l,Q_k_s,k_s,Q_k_r,k_r
1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0
1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,1.05,2.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,-1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.95,2.0
0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.95,2.0
0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,1.05,2.0,1.95,2.0,1.9,3.0
0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,2.0,5.0,1.85,4.0,1.85,4.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,-1.0,0.0,1.0,0.0,2.0,1.0,1.95,2.0,2.0,1.0
1.0,1.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0
0.0,0.0,1.0,-1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,1.0,1.95,2.0,2.0,1.0
1.0,1.0,1.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,-1.0,1.0,0.0,3.05,2.0,2.0,1.0,1.95,2.0
0.0,0.0,1.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.95,2.0,2.0,2.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.05,2.0
1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.05,2.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,-1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,-1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0
0.0,1.0,1.0,1.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.05,2.0,2.0,3.0,1.95,2.0
0.0,0.0,0.0,1.0,-1.0,1.0,0.0,2.0,5.0,2.0,5.0,1.8,5.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.05,2.0,1.95,2.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.75,6.0,16.7,45.0,1.75,6.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.95,2.0,1.05,2.0,1.05,2.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.8,5.0,2.0,5.0,0.1,3.0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.05,2.0,2.0,4.0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.85,4.0,0.1,3.0,2.0,5.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,13.0,2.0,14.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.75,6.0,2.0,7.0,2.0,7.0
1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0
1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.95,9.0,1.65,8.0,0.0,3.0
0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.1,3.0,0.0,3.0,1.45,12.0
0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,3.05,7.0,0.0,3.0,1.8,5.0
0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,-0.85,4.0,0.2999999999999996,36.0,0.3499999999999996,35.0
0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,8.450000000000001,78.0,1.35,16.0,2.350000000000001,28.0
1.0,1.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.95,2.0
0.0,0.0,0.0,-1.0,0.0,1.0,1.0,2.0,1.0,1.95,2.0,1.95,2.0
1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-2.85,6.0,-2.75,6.0,-3.0,6.0
1.0,1.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.05,2.0,1.0,2.0
1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.1,3.0,1.7999999999999998,54.0,0.05,3.0
1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.7,524.0,3.0,923.0,0.0,3.0
0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,3.0,0.1,3.0,1.9,4.0
0.0,1.0,0.0,-1.0,1.0,1.0,1.0,2.0,4.0,0.05,3.0,2.0,5.0
0.0,0.0,1.0,-1.0,1.0,1.0,1.0,-0.9,4.0,1.0999999999999996,156.0,0.2999999999999996,41.0
0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.45,794.0,26.75,13685.0,0.0499999999999993,40.0
1.0,1.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
0.0,1.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
0.0,1.0,0.0,0.0,-1.0,1.0,1.0,3.05,2.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,-1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,-1.0,1.0,1.0,2.0,3.0,1.9,3.0,1.9,3.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.05,2.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.75,6.0,2.0,7.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.95,2.0,1.9,3.0,2.0,3.0
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.1499999999999999,6.0,-1.0,4.0,-2.85,155.0
1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.9,3.0,1.0,2.0,1.05,2.0
1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,3.0,1.4999999999999998,11.0,0.05,3.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.2,28.0,1.35,32.0,0.0,3.0
0.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,3.0,0.05,3.0,1.45,52.0
0.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.4499999999999996,33.0,0.0,3.0,1.3,94.0
0.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,3.0,1.550000000000012,141.0,1.0,91.0
0.0,0.0,0.0,1.0,-1.0,1.0,1.0,-0.2000000000000006,46.0,16.349999999999294,1748.0,-1.500000000000001,448.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.95,2.0,2.0,1.0,1.0,2.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.75,6.0,0.1,3.0,1.75,6.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,9.35,8.0,1.95,2.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.7,7.0,98.59999999999988,241.0,1.7,7.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.8,63.0,-1.0,4.0,-1.25,9.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,7.0,0.1,3.0,0.05,3.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,31.0,0.1,3.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,16.999999999999993,160.0,0.9499999999999988,49.0,-0.9,4.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.1,3.0,3.05,86.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8999999999999999,63.0,0.0,3.0,0.5999999999999996,43.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.2,150.0,4.000000000000004,501.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,211.4999999999985,2439.0,1.3,16.0,1.2999999999999996,16.0
